,index,sentiment
0,1,0.9193395972251892
1,2,0.9381425380706787
2,3,0.9990261793136597
3,4,0.9986361861228943
4,5,0.9979477524757385
5,6,0.9982617497444153
6,7,0.9982078075408936
7,8,0.9977505803108215
8,9,0.9980363249778748
9,10,0.9981828331947327
10,11,0.9982802867889404
11,12,0.9979580640792847
12,13,0.9982950091362
13,14,0.9976834058761597
14,15,0.9976502060890198
15,16,0.9971432089805603
16,17,0.9954540729522705
17,18,0.9938492178916931
18,19,0.9925463795661926
19,20,0.953166663646698
20,21,0.002598881721496582
21,22,0.0022020339965820312
22,23,0.003238201141357422
23,24,0.013806164264678955
24,25,0.010269403457641602
25,26,0.006525933742523193
26,27,0.006428718566894531
27,28,0.007230520248413086
28,29,0.006244778633117676
29,30,0.009692251682281494
30,31,0.0010815858840942383
31,32,0.001210629940032959
32,33,0.0022393465042114258
33,34,0.0025283098220825195
34,35,0.0017327070236206055
35,36,0.0018724799156188965
36,37,0.0031235218048095703
37,38,0.0016050934791564941
38,39,0.0009437203407287598
39,40,0.0010631680488586426
40,41,0.0009698867797851562
41,42,0.0011545419692993164
42,43,0.0009983181953430176
43,44,0.0005499720573425293
44,45,0.0006084442138671875
45,46,0.0006731748580932617
46,47,0.0008003115653991699
47,48,0.0010551810264587402
48,49,0.001220405101776123
49,50,0.001187443733215332
50,51,0.0011959075927734375
51,52,0.0010842084884643555
52,53,0.0012168288230895996
53,54,0.0011332035064697266
54,55,0.0010761618614196777
55,56,0.001088857650756836
56,57,0.0010178685188293457
57,1,0.9635980725288391
58,2,0.9991101622581482
59,3,0.998953104019165
60,4,0.9970642924308777
61,5,0.9975613355636597
62,6,0.9969297051429749
63,7,0.9977630376815796
64,8,0.9858602285385132
65,9,0.9807644486427307
66,10,0.9927666187286377
67,11,0.9952746629714966
68,12,0.9940698146820068
69,13,0.9947681427001953
70,14,0.9972176551818848
71,15,0.997336208820343
72,16,0.9990333318710327
73,17,0.9988095760345459
74,18,0.9985268115997314
75,19,0.9991698265075684
76,20,0.9989429116249084
77,21,0.999339759349823
78,22,0.9993075132369995
79,23,0.9996054768562317
80,24,0.9995201826095581
81,25,0.999574601650238
82,26,0.999589741230011
83,27,0.9996457099914551
84,28,0.9995586276054382
85,29,0.9995591044425964
86,30,0.9995883107185364
87,31,0.9996421337127686
88,32,0.9995842576026917
89,33,0.9995695948600769
90,34,0.9995635151863098
91,35,0.9994415640830994
92,36,0.9994096755981445
93,37,0.9994480013847351
94,38,0.9994137287139893
95,39,0.9992988109588623
96,40,0.9993321299552917
97,41,0.999237060546875
98,42,0.9993001222610474
99,43,0.9993122816085815
100,44,0.9993031024932861
101,45,0.9992530941963196
102,46,0.9990893602371216
103,47,0.9986786246299744
104,48,0.9987847208976746
105,49,0.9990015625953674
106,50,0.9989058971405029
107,51,0.9987366795539856
108,52,0.9986629486083984
109,53,0.9986727237701416
110,54,0.9989186525344849
111,55,0.999000608921051
112,56,0.9989756345748901
113,57,0.9989134073257446
114,58,0.9987928867340088
115,59,0.9988609552383423
116,60,0.9988449811935425
117,61,0.9989235997200012
118,62,0.9986401200294495
119,63,0.9981951117515564
120,64,0.9983329176902771
121,65,0.9982947707176208
122,1,0.9996647834777832
123,2,0.999539852142334
124,3,0.999748170375824
125,4,0.9996641874313354
126,5,0.9995163679122925
127,6,0.9730413556098938
128,7,0.9662503600120544
129,8,0.9715163111686707
130,9,0.9457331895828247
131,10,0.9581274390220642
132,11,0.9945799112319946
133,12,0.00266188383102417
134,13,0.0042362213134765625
135,14,0.005341231822967529
136,15,0.024057328701019287
137,16,0.0044953227043151855
138,17,0.005787909030914307
139,18,0.005780696868896484
140,19,0.010683536529541016
141,20,0.012962579727172852
142,21,0.013983666896820068
143,22,0.008129239082336426
144,23,0.010055124759674072
145,24,0.01198267936706543
146,25,0.0446321964263916
147,26,0.00399249792098999
148,27,0.006544649600982666
149,28,0.000918269157409668
150,29,0.002688884735107422
151,30,0.001088261604309082
152,31,0.0009965300559997559
153,32,0.0012694001197814941
154,33,0.0016558170318603516
155,34,0.0018741488456726074
156,35,0.0044817328453063965
157,36,0.004619956016540527
158,37,0.004393875598907471
159,38,0.01064842939376831
160,39,0.007477700710296631
161,40,0.006975889205932617
162,41,0.0066384077072143555
163,42,0.006159424781799316
164,43,0.006579220294952393
165,44,0.006114184856414795
166,45,0.021670043468475342
167,46,0.010940074920654297
168,47,0.00327986478805542
169,48,0.0034714341163635254
170,49,0.0036928653717041016
171,50,0.003641784191131592
172,51,0.003922522068023682
173,52,0.004432618618011475
174,53,0.003991484642028809
175,54,0.004249095916748047
176,55,0.004236459732055664
177,56,0.004925906658172607
178,57,0.004953742027282715
179,58,0.004551708698272705
180,59,0.00461810827255249
181,60,0.004167735576629639
182,61,0.004217624664306641
183,62,0.001753091812133789
184,1,0.9974875450134277
185,2,0.9894202947616577
186,3,0.9932428002357483
187,4,0.9997703433036804
188,5,0.9965069890022278
189,6,0.9985705614089966
190,7,0.9982656836509705
191,8,0.0033902525901794434
192,9,0.0332409143447876
193,10,0.026326298713684082
194,11,0.02055436372756958
195,12,0.017662405967712402
196,13,0.0203283429145813
197,14,0.020179033279418945
198,15,0.05454033613204956
199,16,0.0010703206062316895
200,17,0.0018094182014465332
201,18,0.002750217914581299
202,19,0.008620262145996094
203,20,0.011068761348724365
204,21,0.00467228889465332
205,22,0.00279158353805542
206,23,0.002786695957183838
207,24,0.002721250057220459
208,25,0.0024806857109069824
209,26,0.001899421215057373
210,27,0.002315044403076172
211,28,0.0024187564849853516
212,29,0.0027359724044799805
